danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse,danish_prompt_score,english_prompt_score,danish_language_prediction_on_english_steered,english_predicted_output_without_steering
" deres navn var Ezajas; efter dem drog han mod øst og slog dem i nord og syd,
4 og Israels konger var i deres",    16. 20. 20. 20. 20. 20. 20. 20. 20. 20. 20. 20. 20. 20. 20. 20. 20. 20. 20.,"fra dem nedstammer de fjerne Strandes Folk. Det var Jafets Sønner i deres Lande, hver med sit Tungemål, efter deres Slægter og i deres Folkeslag.","Of these were the islands of the nations divided in their lands, everyone after his language, after their families, in their nations.",15,5,238,1.0,0.0,1.0,.    ===    Generate a title for this article:  churches and mosques in iraqi<|endoftext|>
" de hedningerne, som var blevet gjort til konger, de var blevet til sønner af den elskede Elisja, Tarsis. og de elskede","    17. Dansk: Vi vil meget gerne give dig nogle tips til at komme i gang.  Engelsk: We would love to give you some tips to get started.    18. Dansk: Vi har en god dialog, men vi har ikke været enige om, hvordan vi skal nå målet.  Engelsk: We have a good dialogue, but we have not agreed","fra dem nedstammer de fjerne Strandes Folk. Det var Jafets Sønner i deres Lande, hver med sit Tungemål, efter deres Slægter og i deres Folkeslag.","Of these were the islands of the nations divided in their lands, everyone after his language, after their families, in their nations.",15,5,238,1.0,0.0,1.0," The daughters of kippur: elishah, kippur, tarshish, and dodanim. The sons of nimrod: kippur, tarshish, and dodanim.      This is the book of the prophets.      This is the book of the prophets.      This is the book"
.<|endoftext|>,.<|endoftext|>,"Kams Sønner: Kusj, Mlizrajim, Put og Hana'an.","The sons of Ham: Cush, Mizraim, Put, and Canaan.",15,5,239,0.01,0.76,0.01," And so, when the time came, when the time came, when the time came, when the time came, when the time came, when the time came, when the time came, when the time came, when the time came, when the time came, when the time came, when the time came, when the time came, when the time came, when"
"
en -> In the east, in the valley of the Shamites, there were men from the north and south; in the west, the","  ""Og de kaldte det for den store og den lille, den store og den lille, den store og den lille, den store og den lille, den store og den lille, den store og den lille, den store og den lille, den store og den lille, den store og den lille, den store og den lille, den store og den lille, den","Kams Sønner: Kusj, Mlizrajim, Put og Hana'an.","The sons of Ham: Cush, Mizraim, Put, and Canaan.",15,5,239,0.0,0.0,1.0,    12. Svenska: Det var en stor och mäktig kyrka.  Engelska: It was a huge and powerful church.    13. Svenska: De är också väldigt små och lätta.  Engelska: They are also very small and light.    14. Svenska: Det finns även en särskild version för Android och iOS.  Engelska:
" Kusj var den første av alle de andre.
Når Zainab begynte å synge, sa sønnen som senere skulle bli et av Pers fire","  6. Dette er en meget god og billig måde at nyde en drink på. ->  This is a great and affordable way to enjoy a drink.  7. - Vi har et meget stærkt team af medarbejdere. ->  ""We have a very strong team of employees.  8. En sådan fremgangsmåde kan være en del af den proces, der skal lede til en ny strategi.","Kusj's Sønner: Seba, Havila, Sabta, Ra'ma og Sabteka. Ra'mas Sønner: Saba og Dedan.","The sons of Cush: Seba, Havilah, Sabtah, Raamah, and Sabteca. The sons of Raamah: Sheba and Dedan.",15,5,240,0.0,0.0,1.0,                                                                                                                                                                
 Ibn al-Zahir skrev en bok som var ganske viktig for islams historie; den var Den islamske arv (الجهز,"  3. Dansk: ""De fleste mennesker er blevet retsløse, og vi har været nødt til at tage nogle drastiske skridt.  Engelsk: ""Most people have been quite easily displaced, and we have had to take some drastic steps.  4. Dansk: Det er en virkelig god nyhed til alle, der er interesseret i at vide, hvad der sker med deres helbred.  ","Kusj's Sønner: Seba, Havila, Sabta, Ra'ma og Sabteka. Ra'mas Sønner: Saba og Dedan.","The sons of Cush: Seba, Havilah, Sabtah, Raamah, and Sabteca. The sons of Raamah: Sheba and Dedan.",15,5,240,0.0,0.0,1.0,"  Norsk: 4:14 Og så sier Herren: Se, jeg har satt eder i besittelse av en mengde jord som jeg har satt i eie hos eder, og som er av det samme gode som den jord som jeg har gitt eder.  Engelsk: 4:14 And so says the Lord: See, I have made you a possession of a multitude of land,"
 1000 av disse ble gravlagt på Babylon i Babylon. Et tempel til Zevs med et alter ble bygget der og tempel," the sons of dedan: sabta, raamah, sabtah, raimah, sabtaz, raimah, sabtaz, raimah, sabtaz, raimah, sabtaz, raimah, sabtaz, raimah, sab","Og Kusj avlede Nimrod, som var den første Storhersker på Jorden.",Cush became the father of Nimrod. He began to be a mighty one in the earth.,15,5,241,0.0,0.96,0.0," the sons of sabteca: ebnah, eba, ebaah, ebnah, ebnah, ebnah, and ebnah.  Mosiah 12:31  The Lord God made them a nation of cush. The Lord God created a"
.<|endoftext|>,                                                                                                                            ,"Og Kusj avlede Nimrod, som var den første Storhersker på Jorden.",Cush became the father of Nimrod. He began to be a mighty one in the earth.,15,5,241,0.01,0.0,0.0," the sons of sheba: ezra, abednath, and abednath, and saba. the sons of abednath: abednath, son of ezra, and son of son of son of son of son of son of son of son of son"
".
The world was once ruled by great tyrants, the rulers of the night as well as the rulers of the day.<|endoftext|>",  26:11-18.  26:11-18.  26:11-18.  26:11-18.  26:11-18.  26:11-18.  26:11-18.  26:11-1,"Han var en vældig Jæger for HERRENs Øjne; derfor siger man: ""En vældig Jæget for HERRENs Øjne som Nimrod.""","He was a mighty hunter before Yahweh. Therefore it is said, ""Like Nimrod, a mighty hunter before Yahweh.""",15,5,242,0.0,0.07,0.1,.<|endoftext|>
.<|endoftext|>," nimrod became the father of a god, and he became the father of a race, and he became the father of enmity, og enmity became enmity. han blev en mægtig gud, og han blev en gud, og han blev en race, og han blev en race, og han blev en fjende, og han blev en fjende.","Han var en vældig Jæger for HERRENs Øjne; derfor siger man: ""En vældig Jæget for HERRENs Øjne som Nimrod.""","He was a mighty hunter before Yahweh. Therefore it is said, ""Like Nimrod, a mighty hunter before Yahweh.""",15,5,242,0.01,0.0,1.0, but it was not until he was a great man that he began to be a great god.    He also made the earth to be his home.    He made the sun to be his star.    He made the moon to be his moon.    He made the stars to be his stars.    He made the earth to be his home.    He
" 3. Det hedder: ""en vild mand bliver ikke grebet af frygt for noget som helst, men som vilde får er han en vældig","    Bibelen viser, at der er flere måder at lære om Jehova på. ->  The Bible teaches, however, that there are many ways to learn about Jehovah.    De er i stand til at tage fat på enhver udfordring, du har, og de kan håndtere dem uden problemer. ->  They are","Fra først af omfattede hans Rige Babel, Erelk, Akkad og Kalne i Sinear;","The beginning of his kingdom was Babel, Erech, Accad, and Calneh, in the land of Shinar.",15,5,243,1.0,0.0,1.0,"  5. For that reason, you shall not eat the fruit of the field. And you shall not take it for a thing.  6. For I said to you, 'Do not eat the fruit of the field, because it is a man's work.'""  7. And you shall eat the fruit of the"
" Thi den, som vil holde et stort rådsdisko, har et stort råd, og så er han med; det er en voldgift,","  15. I er den bedste leder i verden, men jeg er også den bedste leder i verden, men jeg er den bedste leder i verden, men jeg er den bedste leder i verden, men jeg er den bedste leder i verden, men jeg er den bedste leder i verden, men jeg er den bedste leder i verden,","Fra først af omfattede hans Rige Babel, Erelk, Akkad og Kalne i Sinear;","The beginning of his kingdom was Babel, Erech, Accad, and Calneh, in the land of Shinar.",15,5,243,0.96,0.0,1.0,"  Isaiah 34:13-14  If you seek to gain understanding, do not be afraid to ask: 'Who is he who is like nimrod?'  Israel's enemies said to the people: 'You are like nimrod.'  Isaiah 44:"
" disse er de, som udgjor hele hans storhed, fra han begyndte at have 1,6 milliarder mennesker til han gik i hans tjeneste","  Jason: What happened in 1914?  Mirjana: The Kingdom of Israel variously beskrives som Israel i 1914, Israel i 1918, Israel i 1921, Israel i 1922, Israel i 1923, Israel i 1924","fra dette Land drog han til Assyrien og byggede Nineve, Rehobot-Ir, Kela","Out of that land he went into Assyria, and built Nineveh, Rehoboth Ir, Calah,",15,5,244,1.0,0.0,0.38,                                                                                                                                                  
" og den del af hans rige, hvormed de tilbe Gud og hans tjener, blev kaldet amalek. Foruden det rige, som am",".  24 Og i begyndelsen af hans rige var babel, erec, accad og kalne, i shinar-landet.<|endoftext|>","fra dette Land drog han til Assyrien og byggede Nineve, Rehobot-Ir, Kela","Out of that land he went into Assyria, and built Nineveh, Rehoboth Ir, Calah,",15,5,244,1.0,0.0,1.0," He had his own palace, his own city, and his own army. He ruled the land and ruled the city. He had his own king and his own army. He had his own people and his own kingdom. He had his own sword and his own armor. He had his own men and his own army. He had his own people and his own kingdom"
"-kir, jazari-kir,
Asyrien, Egypten, Jordan, Levanten
Udgivet i 01/1"," al-faraa, and dara.  16:17 Og da han havde gået ind i Assyrien, og havde bygget Ninive, Rehoboth, al-Faraa, Dara,  16:18 og havde samlet hele sit Folk sammen, drog han ned til Asar, og opførte Ninevehs","og Resen mellem Nineve og Kela, det er den store By.",and Resen between Nineveh and Calah (the same is the great city).,15,5,245,0.93,0.0,1.0," and tishrit. He also built the palace of the prophet ibn al-Athir, and a palace of the prophet ibn bishr, and a palace of the prophet ibn lama, and a palace of the prophet ibn ishaq, and a palace of the prophet ibn imaq, and"
"-ir, og den persiske by of tebn e. Han byggede og fik bygget et tempel i kongedømmet khabba,"," aram, mizrah, maur, ra'a'im, ogun, ra'a'im, ogun, ogun, ogun, ogun, ogun, ogun, ogun, ogun, ogun, ogun, ogun, ogun, ogun, ogun, ogun, ogun, og","og Resen mellem Nineve og Kela, det er den store By.",and Resen between Nineveh and Calah (the same is the great city).,15,5,245,1.0,0.0,0.0," and a city called al-qahirah, which was in the country of the mujahideen. He was born in al-mujtahirah, and was named after the city of mujahideen.   In the year 643, Mu'awiyah the son of Umar I, the Prophet of God"
. På din første nat i jerusalem skal du besøge jordan og så vil din anden nat i jerusalem være på khorsabad.<|endoftext|>,"    dansk: Det er en meget vigtig ting for os.  engelsk: This is a very important thing for us.    dansk: En række internationale organisationer har støttet projektet.  engelsk: A number of international organisations have supported the project.    dansk: Vi er nødt til at finde en løsning, der kan garantere, at der ikke kommer flere nødsituationer i fremtiden.  engelsk: We have","Mizrajim avlede Luderne,Anamerne, Lehaberne, Naftuherne,","Mizraim became the father of Ludim, Anamim, Lehabim, Naphtuhim,",15,5,246,1.0,0.0,1.0,"    The city of Calah is the center of the town, and the whole of the city is a single entity, the city of Calah.    This is the city that has been destroyed by the enemy.    And the city of Calah has been restored to its former glory.    And the city of Calah is the land of the prophet Mohammed.    The land of"
" Og kela er en by hvor et stort antal folk bor. En anden stor by ved elven er djerba.
Aliwa, k",                                                                                                                                                                      ,"Mizrajim avlede Luderne,Anamerne, Lehaberne, Naftuherne,","Mizraim became the father of Ludim, Anamim, Lehabim, Naphtuhim,",15,5,246,1.0,0.0,0.0,.<|endoftext|>
