danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse,danish_prompt_label,danish_prompt_score,english_prompt_label,english_prompt_score
" Gud var en, som gik frem i verden, en, som ledte, og som førte, og som førte til frelse.
Guds","    Living in the spirit of the earth, you have to live with the earth. The earth is the one thing that can make you happy and the one thing that can make you sad.    So, if you are suffering from depression, you can have a deeper sense of the earth. So, if you are suffering from","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",5,10,1,dan,0.9,eng,1.0
". og da han gik hjem over den øde strand, kom en engel og forkyndte ham det, og han blev døbt.<|endoftext|>",.    <|endoftext|>,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",6,10,1,dan,1.0,smn,1.0
" Det er da noget om noget, du har været her, sagde han. Men de kom nu ikke længere. Hans ord virkede ikke mere. Ikke mere","    ""Eternal Darkness""    Encore    ""Eternal Darkness""    ""Eternal Darkness""    ""Eternal Darkness""    ""Eternal Darkness""    ""Eternal Darkness""    ""Eternal Darkness""    ""Eternal Darkness""","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",7,10,1,dan,1.0,swe,0.97
.<|endoftext|>, the moon was on the surface of the deep. the moon was on the surface of the deep. the moon was on the surface of the deep. the moon was on the surface of the deep. the moon was on the surface of the deep. the moon was on the surface of the deep. the moon was on the surface of the,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",8,10,1,eng,0.76,eng,1.0
"

November er naturens måned, men jeg er træt af det. Der var ikke flere lys i min have i december. Jeg vil ikke ind", god's spirit was hovering over the surface of the water. god's spirit was hovering over the surface of the water. god's spirit was hovering over the surface of the water. god's spirit was hovering over the surface of the water. god's spirit was hovering over the surface of the,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",9,10,1,dan,1.0,eng,1.0
" det er Gud der kommer ned, og han står over havene, som de andre er, med engelens højre hånd; han står ved hav",                                                                                                                                        ,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",10,10,1,dan,0.99,smj,1.0
"
Det var en gang dengang den onde ånde holdt sig borte. I en stille skov, på et sted som ingen kan huske, hørte en kvinde",.    <|endoftext|>,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",11,10,1,dan,1.0,smn,1.0
" Så gik de hjem og satte sig og spiste; og da Jesus sagde til sine disciple, at de skulle gå ud igen, gav de tilladelse dertil", the earth was empty and it was all just empty.  but the earth was empty and there was a spirit that was hovering over the water. it was like a ghost and it was coming towards the earth. the spirit was coming towards the earth. but the spirit was coming towards the earth. and it was coming towards the earth.,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",12,10,1,dan,1.0,eng,1.0
" Det var en stor syn. Men den stærke sol stod i øst, og den blev sterkere og sterkere for den næste dag, for den var nær ved"," det er et godt sted, men det er ikke i orden at blive ved med at gøre det. det er ikke så godt at holde det gående. det er ikke godt at lade det blive ved med at blive ved med at gøre det. det er ikke godt at lade det blive ved med at blive ved med at gøre det. det er","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",13,10,1,dan,1.0,dan,1.0
" der var liv i hvert vordende menneske, og i hvert frø i jorden. Den døde var død, og lyset skinnede fra himlens stjerne","  ""Hele-fanden-mig-over-det-blotte-land-og-hav"", som man siger i Norge, er det sådan, vi siger til hinanden, når vi er uenige.  ""Jeg kan lide dig"", siger du, når du har sagt det samme til en anden.  ""Jeg kan godt","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",14,10,1,dan,1.0,dan,1.0
" En ung mand stod i bøn i en flod: » Herre, giv mig ånd! « Men du svarede: » Nej, Herre, hvorfor er","    Lavrans: Hi, I'm dit.    Hasse: Hej. Jeg vil gerne vide, om jeg kan købe en dansk oversættelse af en dansk bibel.    Lavrans: Hej. Jeg vil gerne vide, om jeg kan købe en dansk oversættelse af en dansk bibel.    Hasse: Hej","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",15,10,1,dan,1.0,dan,1.0
" For Guds åsyn gik en sky af lysning. I lyset lyste, så det var som om himlen var fuld af farver, stråler, som"," hangeren var blevet fundet i vandet, og gudens ånd svæver over den, der er blevet fundet i vandet. hangeren var blevet fundet i vandet, og gudens ånd svæver over den, der er blevet fundet i vandet. hangeren var blevet fundet i vandet, og gudens ånd svæver over den,","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",16,10,1,dan,1.0,dan,1.0
" han fyldte alt i jorden med kraft og lys, og englene fløj med himlens stjerner over himmelen og hele jorden, og de svor,","    Jeg vil sige, at de to store partier, som jeg er medlem af, har en tendens til at spille en rolle, hvor de i det væsentlige spiller rollen som et instrument for de store partier i deres eget parti. ->  Jeg vil sige, at de to store partier, som jeg er medlem af, har tendens til at","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",17,10,1,dan,0.98,dan,1.0
" Og englene sagde til hverandre: Her er vor skyld, at du lader dig oversvømme. Og jordens Herre gav dem en ny aeg. Den", og det er det der der er det der er det der er det der der er det der er det der er det der er det der er det der der der er det der er det der er det der der der er det der der er det der der er det der der er det der der er det der der er det der der,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",18,10,1,dan,1.0,dan,1.0
" Og i alt dette, da han kom til øen, hvor der var et stort vandfald, hvor mange skibe var samlet og hvor menneskene stod på skib",. god's spirit var blevet afbrudt i den første del af denne historie.    - 14.06.2016 - 16:50<|endoftext|>,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",19,10,1,dan,1.0,dan,1.0
" ->
The LORD God made the mountains as deep and long as the mountain, because the Lord had put them in the place of the heavens","    Bud 11, 11    11 11.10.11. I vil nu se, hvad der skal til for at gøre det.    11 11.10.11. Jeg vil nu se, hvad der skal til for at gøre det. Jeg","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",20,10,1,eng,1.0,dan,1.0
" Herrens engle førte ham ud til en stor bæk. Da sagde han til ham : Gå i vandet! for du ved, hvordan vandet ser ud","  dansk: 19:20 Det var, da den, der var i det første Hus, var en af de første, der kom, og det var, da det første Hus blev fyldt, at det blev til en Skramme.    engelsk: I'm a big fan of the ""Lust"" section.","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",21,10,1,dan,1.0,dan,1.0
" Da sagde han: Dette er mit,

Ludvig Holberg

Det Gamle Testamente

184

det lille","  ""The great god, the great god, oh, the great god, oh, the great god, oh, the great god, oh, the great god, oh, the great god, oh, the great god, oh, the great god, oh, the great god, oh, the great god, oh, the great","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",22,10,1,dan,1.0,eng,1.0
"
2 Mosebog 6:24-31. Gud Herren skænkede dem en jord at dyrke og en ånde at drikke.", god's spirit was swirling around the earth and swimming down into the sea.    in this scenario god's spirit is the immortal god.    god's spirit is immortal.    god's spirit is immortal.    god's spirit is immortal.    god's,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",23,10,1,dan,1.0,eng,1.0
"
da: Jorden var øde og tom, og der var mørke over havets dyb. Men guds ånd svævede over vande.

en","  Turnus, Tursus.    It isand il M.    it is and.    Iii Turnus P.    I Turnus 119    It    Turnus 20     i I      It      Turnus  ","Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",0,15,1,dan,1.0,eng,1.0
" Da vendte Herren Gud til rette, og han viste sig for Jakob og sagde: 72, Jeg haver ladet folket føre dig ud af landet,",  The Goddess's spirit was hovering over the surface of the waters.  The Goddess's spirit was hovering over the surface of the waters.  The Goddess's spirit was hovering over the surface of the waters.  The Goddess's spirit was hovering over the surface of the waters.,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",1,15,1,dan,1.0,eng,1.0
" — For at Gud skulde få den hellige føde at spise, drog han ud til ørkenen, 51 men han gjorde ingen forskel paa dem,", god's spirit was hovering over the surface of the sea. god's spirit was hovering over the land. god's spirit was hovering over the sea. god's spirit was hovering over the sky. god's spirit was hovering over the sky. god's spirit was hovering over the earth,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",2,15,1,dan,1.0,eng,1.0
"
»Det var det stærkeste, jeg endnu havde set«.
«Tænk hvor mærkeligt og underligt det ville være, hvis Gud også i en", The spirit of the earth was on the surface of the deep. god's spirit was hovering the surface of the waters. The spirit of the earth was on the surface of the deep. god's spirit was hovering the surface of the waters.    God's Spirit    God's Spirit    God',"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",3,15,1,dan,1.0,eng,1.0
" ""Guds Søn, det er godt; ja, det er godt; jeg er glad."" Det åndelige blev afløst af det materielle, og", the earth was empty and the deep was empty and the waters were empty and the waters were empty and the earth was empty and the waters were empty and the earth was empty and the waters were empty and the earth was empty and the waters were empty and the earth was empty and the waters were empty and the earth was empty and the waters were,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",4,15,1,dan,1.0,eng,1.0
" De to ord som præsten anvendte til det jordiske offer var: Vi beder vor Fader om at bevare os fra døden, og at vise os nåde", the earth was empty and all was lost. the sky was empty and the air was empty. the sky was filled with the sun. the sky was filled with the moon. the sky was filled with the stars. the stars were filled with the stars. the stars were filled with the stars. the stars were filled with the stars. the,"Og Gud sagde: ""Der blive Lys!"" Og der blev Lys.","God said, ""Let there be light,"" and there was light.",5,15,1,dan,1.0,eng,1.0
